0.999995,4.6607e-29,2.1348e-06,0.0,3.18748e-36,0.0,4.5024e-07,3.39485e-32,8.41149e-18,6.83908e-21,2.7206e-28,1.67229e-31,6.72756e-35,2.64032e-06,8.14634e-21,8.95367e-28
0.0,0.999999,0.0,1.33466e-38,0.0,5.87513e-30,0.0,2.86722e-07,0.0,2.42815e-07,0.0,1.16904e-06,7.12589e-13,0.0,0.0,0.0
7.92376e-07,0.0,0.999996,0.0,6.1927e-23,1.35903e-30,1.91166e-20,0.0,1.06373e-29,2.45298e-38,3.07907e-12,1.98911e-33,1.0982e-27,1.69848e-08,2.54231e-06,1.75695e-23
0.0,1.03848e-29,0.0,0.999997,6.9093e-07,2.43188e-06,0.0,1.17525e-06,1.97555e-06,0.0,0.0,6.22019e-17,1.91226e-35,2.91109e-21,3.80078e-28,0.0
0.0,0.0,0.0,1.93154e-10,0.999999,8.85995e-07,0.0,1.91045e-32,5.94991e-27,0.0,0.0,4.58612e-27,2.27431e-25,6.22243e-14,5.66495e-08,0.0
0.0,9.67633e-32,0.0,2.02302e-06,7.92778e-09,0.999996,0.0,1.41733e-15,3.34974e-32,0.0,0.0,2.34001e-06,2.13531e-16,0.0,2.45898e-31,0.0
3.33966e-06,3.61532e-18,1.47867e-12,0.0,0.0,0.0,0.999998,1.97809e-33,3.23581e-35,2.18113e-06,1.84755e-19,7.3906e-24,2.9796e-22,6.76095e-23,9.49455e-35,2.09681e-06
0.0,6.85339e-07,0.0,3.53348e-07,1.64952e-31,1.04992e-17,0.0,0.999998,3.77165e-10,6.83113e-28,0.0,7.08487e-09,1.74605e-31,5.87721e-33,0.0,0.0
2.04538e-34,1.04622e-26,0.0,8.96637e-07,1.36103e-19,6.29202e-23,0.0,5.45973e-08,0.999997,0.0,0.0,1.07032e-24,0.0,5.45808e-07,9.46162e-27,0.0
1.76638e-30,2.77187e-07,2.23655e-36,0.0,0.0,4.11946e-38,1.22026e-07,9.68046e-26,0.0,0.999997,7.22833e-24,9.09229e-11,2.95401e-13,0.0,0.0,1.07086e-07
0.0,0.0,1.63927e-06,0.0,9.18297e-29,2.45951e-20,9.0383e-35,0.0,0.0,3.109e-37,0.999998,9.68673e-21,1.96563e-06,2.21738e-37,1.32605e-13,3.9892e-07
0.0,2.25904e-07,0.0,3.78822e-26,0.0,8.8434e-07,0.0,6.37784e-07,0.0,3.26567e-26,0.0,0.999997,7.42936e-07,0.0,0.0,0.0
0.0,3.49158e-25,0.0,0.0,4.15705e-37,7.53603e-15,0.0,0.0,0.0,2.23604e-29,1.82319e-07,3.39143e-07,0.999997,0.0,1.12662e-36,1.77825e-20
4.13136e-07,1.85735e-29,1.00361e-18,2.80728e-25,1.88266e-21,1.88828e-35,2.41755e-36,5.79465e-24,8.98271e-07,3.57263e-35,0.0,3.69431e-35,0.0,0.999997,2.93115e-19,0.0
1.03149e-33,0.0,3.55414e-07,1.17138e-32,3.70698e-07,3.10646e-12,0.0,0.0,2.05973e-28,0.0,5.32642e-15,7.4214e-29,1.06539e-26,2.08567e-16,0.999998,0.0
2.60459e-32,2.45318e-18,4.66661e-20,0.0,0.0,1.24606e-34,1.09144e-06,0.0,0.0,6.01785e-07,1.92877e-06,6.59456e-15,8.36759e-07,0.0,0.0,0.999998
